Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.53,0.395,tiny,0.475,0.2025,0.10099999999999999,0.14800000000000002,8
M,0.47,0.385,small,0.5895,0.2765,0.12,0.17,8
I,0.5,0.4,small,,0.261,0.14300000000000002,0.1935,8
F,0.5,0.395,medium,0.7145,0.3235,0.17300000000000001,0.195,9
I,0.55,0.42,tiny,,0.2925,0.13699999999999998,0.209,11
I,0.425,0.325,tiny,0.405,0.1695,0.092,0.1065,8
F,0.45,0.35,medium,,0.1765,0.12300000000000001,0.175,13
M,0.625,0.49,medium,1.1835,0.517,0.2375,0.39,11
M,0.6,0.48,medium,0.9165,0.4135,0.1965,0.2725,9
M,0.37,0.28,tiny,0.252,0.1065,0.0595,0.07400000000000001,8
F,0.435,0.35,small,0.4585,0.192,0.1,0.13,11
I,0.48,0.335,small,0.524,0.24600000000000002,0.1095,0.145,7
I,0.45,0.35,tiny,0.514,0.253,0.1045,0.14,8
M,0.605,0.49,medium,1.1245,0.49200000000000005,0.222,0.3555,11
F,0.675,0.525,medium,,0.628,0.3405,0.42,9
M,0.55,0.45,medium,0.7895,0.34299999999999997,0.159,0.25,12
I,0.53,0.415,small,0.6940000000000001,0.3905,0.111,0.16699999999999998,9
M,0.57,0.455,large,1.02,0.4805,0.2145,0.29,9
F,0.615,0.515,small,1.1215,0.545,0.2305,0.29,9
I,0.475,0.34,tiny,,0.203,0.08,0.1465,9
M,0.625,0.5,small,1.0959999999999999,0.5445,0.2165,0.295,10
F,0.455,0.36,tiny,0.4385,0.20600000000000002,0.098,0.125,10
F,0.565,0.45,medium,0.795,0.3605,0.1555,0.23,12
M,0.5,0.4,small,0.5975,0.27,0.1275,0.166,9
M,0.385,0.3,tiny,0.24,0.0885,0.059000000000000004,0.085,9
F,0.485,0.365,small,0.5885,0.27,0.131,0.175,9
M,0.6,0.46,medium,1.247,0.5335,0.2735,0.29,9
M,0.54,0.405,small,0.8909999999999999,0.4815,0.1915,0.20199999999999999,9
F,0.565,0.44,small,0.83,0.39299999999999996,0.1735,0.23800000000000002,9
I,0.22,0.16,tiny,0.049,0.0215,0.01,0.015,4
M,0.66,0.515,large,1.6465,0.7490000000000001,0.42200000000000004,0.401,11
M,0.53,0.425,small,0.7455,0.2995,0.1355,0.245,10
I,0.37,0.28,tiny,0.198,0.0805,0.0455,0.057999999999999996,5
I,0.32,0.225,tiny,0.1415,0.0675,0.0295,0.0405,6
F,0.455,0.35,small,0.5185,0.221,0.1265,0.135,10
M,0.59,0.475,medium,0.9455,0.3815,0.184,0.27,19
F,0.45,0.35,small,,0.185,0.09,0.145,11
M,0.385,0.295,tiny,0.335,0.147,0.094,0.09,7
I,0.275,0.2,tiny,,0.0475,0.0205,0.03,7
I,0.315,0.24,tiny,0.13699999999999998,0.0545,0.0315,0.04,8
M,0.66,0.53,large,1.5830000000000002,0.7395,0.3505,0.405,10
F,0.385,0.305,small,0.314,0.146,0.0555,0.08,10
I,0.395,0.27,tiny,0.2985,0.1445,0.061,0.08199999999999999,5
M,0.655,0.485,large,1.62,0.6275,0.358,0.485,17
F,0.585,0.465,small,0.9079999999999999,0.381,0.1615,0.315,13
F,0.6,0.475,medium,1.0265,0.485,0.2495,0.2565,9
I,0.55,0.43,medium,0.7120000000000001,0.3025,0.152,0.225,10
M,0.695,0.57,large,2.033,0.7509999999999999,0.4255,0.685,15
I,0.315,0.23,tiny,0.134,0.0575,0.0285,0.3505,6
I,0.515,0.36,small,0.4725,0.1815,0.125,0.138,9
F,0.615,0.475,large,1.194,0.5589999999999999,0.259,0.3165,11
I,0.33,0.205,tiny,0.1595,0.077,0.032,0.0435,5
M,0.62,0.475,large,1.3585,0.5935,0.3365,0.3745,10
M,0.59,0.47,small,1.1685,0.539,0.27899999999999997,0.28,8
I,0.375,0.275,tiny,0.2295,0.095,0.0545,0.066,7
I,0.445,0.33,tiny,0.43700000000000006,0.163,0.0755,0.17,13
I,0.435,0.315,tiny,,0.1615,0.0715,0.12,7
F,0.675,0.52,large,1.494,0.7365,0.3055,0.37,9
M,0.605,0.48,large,1.1835,0.5820000000000001,0.2365,0.317,10
F,0.425,0.325,small,,0.1465,0.079,0.14,12
F,0.71,0.565,large,1.817,0.785,0.49200000000000005,0.49,11
I,0.435,0.33,tiny,,0.21899999999999997,0.075,0.0885,6
M,0.52,0.4,medium,0.7765,0.3525,0.1845,0.185,9
F,0.385,0.315,tiny,0.28600000000000003,0.1225,0.0635,0.0835,10
M,0.38,0.235,tiny,0.258,0.1055,0.054000000000000006,0.08,7
F,0.55,0.415,small,0.775,0.302,0.179,0.26,23
I,0.315,0.23,tiny,0.1285,0.043,0.04,0.04,7
F,0.705,0.545,large,1.58,0.6435,0.4565,0.265,11
M,0.59,0.45,large,1.2830000000000001,0.473,0.276,0.425,16
F,0.655,0.52,large,1.4545,0.6,0.3865,0.38299999999999995,10
M,0.485,0.395,small,0.6295,0.2285,0.127,0.225,14
F,0.61,0.485,medium,1.0915,0.3935,0.2435,0.33,18
F,0.625,0.525,large,1.3519999999999999,0.4505,0.2445,0.53,13
F,0.575,0.45,medium,0.9775,0.3135,0.231,0.33,12
F,0.4,0.3,tiny,0.3025,0.1335,0.0465,0.0935,8
I,0.45,0.33,tiny,0.365,0.14,0.0825,0.1245,8
M,0.605,0.445,small,0.982,0.4295,0.2085,0.295,12
M,0.52,0.395,small,,0.2565,0.1265,0.17,10
M,0.64,0.505,medium,1.4025,0.705,0.2655,0.335,10
F,0.64,0.485,medium,1.1335,0.5525,0.2505,0.3015,11
F,0.7,0.55,large,1.6840000000000002,0.7535,0.3265,0.32,11
I,0.635,0.505,large,1.3315,0.5805,0.252,0.435,17
M,0.545,0.415,small,0.82,0.4615,0.127,0.218,9
F,0.535,0.42,small,0.6990000000000001,0.3125,0.1565,0.2035,8
M,0.655,0.51,large,1.7835,0.8885,0.4095,0.4195,11
M,0.695,0.53,medium,1.4769999999999999,0.6375,0.3025,0.43,14
F,0.595,0.48,medium,,0.5225,0.29600000000000004,0.32,8
M,0.545,0.44,small,0.8395,0.35600000000000004,0.1905,0.2385,11
F,0.63,0.475,medium,1.172,0.536,0.254,0.316,11
F,0.65,0.495,medium,1.3105,0.5770000000000001,0.3315,0.355,9
M,0.575,0.445,large,,0.5489999999999999,0.2175,0.228,9
F,0.62,0.48,medium,,0.4835,0.221,0.31,10
M,0.63,0.505,medium,1.26,0.4525,0.2755,0.406,14
M,0.425,0.305,tiny,0.359,0.17300000000000001,0.0875,0.0975,9
M,0.44,0.355,small,0.4775,0.132,0.0815,0.19,9
M,0.59,0.49,medium,1.207,0.5589999999999999,0.235,0.309,10
F,0.46,0.365,tiny,0.4485,0.165,0.083,0.17,14
F,0.545,0.41,small,,0.2975,0.146,0.21,11
I,0.455,0.375,small,0.5329999999999999,0.233,0.106,0.185,8
I,0.485,0.38,small,0.5215,0.2215,0.11800000000000001,0.16,8
I,0.445,0.355,tiny,0.3615,0.1415,0.0785,0.12,8
I,0.495,0.38,small,0.5095,0.2065,0.1165,0.165,8
F,0.49,0.36,tiny,0.5005,0.161,0.107,0.195,17
M,0.665,0.525,large,1.443,0.6635,0.3845,0.353,11
I,0.235,0.175,tiny,0.0645,0.0215,0.0175,0.0215,5
F,0.61,0.45,medium,1.136,0.414,0.311,0.3,9
M,0.54,0.41,medium,0.9890000000000001,0.2815,0.213,0.355,19
M,0.475,0.385,small,0.562,0.289,0.0905,0.153,8
M,0.635,0.5,large,1.4345,0.611,0.309,0.418,12
M,0.67,0.525,medium,1.6085,0.682,0.3145,0.4005,11
F,0.55,0.425,small,0.9520000000000001,0.4895,0.1945,0.2185,7
F,0.675,0.54,large,1.5930000000000002,0.6859999999999999,0.318,0.45,11
F,0.645,0.5,large,1.4285,0.639,0.305,0.36,11
I,0.545,0.375,small,,0.2375,0.1155,0.1725,8
F,0.585,0.45,medium,,0.467,0.203,0.225,7
F,0.605,0.475,medium,1.056,0.433,0.2195,0.35700000000000004,9
F,0.605,0.49,medium,1.1345,0.5265,0.2645,0.295,9
F,0.725,0.58,large,,0.8045,0.3595,0.4375,9
M,0.635,0.485,large,1.1795,0.4785,0.2775,0.355,10
M,0.545,0.44,medium,0.7440000000000001,0.2875,0.204,0.25,15
F,0.545,0.42,large,0.754,0.256,0.1775,0.275,10
M,0.6,0.495,medium,1.2415,0.485,0.2775,0.34,15
I,0.27,0.19,tiny,0.081,0.0265,0.0195,0.03,6
I,0.465,0.37,small,,0.188,0.0815,0.147,9
M,0.52,0.4,medium,0.8565,0.2745,0.201,0.21,12
F,0.42,0.32,small,,0.1645,0.106,0.11900000000000001,10
F,0.655,0.455,large,1.2895,0.5870000000000001,0.3165,0.3415,11
I,0.35,0.265,tiny,0.192,0.081,0.0465,0.053,6
M,0.6,0.485,large,1.2675,0.4995,0.2815,0.38,13
M,0.4,0.305,tiny,0.297,0.10800000000000001,0.0705,0.1,10
M,0.425,0.325,tiny,0.3295,0.1365,0.0725,0.11,7
F,0.425,0.345,tiny,0.3665,0.125,0.081,0.11699999999999999,11
I,0.5,0.38,small,0.519,0.2485,0.1135,0.134,8
F,0.72,0.525,large,1.445,0.631,0.3215,0.435,7
M,0.645,0.515,large,1.6115,0.6745,0.384,0.385,14
I,0.455,0.325,small,0.82,0.4005,0.1715,0.21100000000000002,8
F,0.525,0.42,medium,,0.2745,0.17300000000000001,0.275,9
M,0.7,0.555,large,1.858,0.73,0.3665,0.595,11
I,0.42,0.32,tiny,0.376,0.16899999999999998,0.092,0.1,5
M,0.675,0.525,medium,,0.5720000000000001,0.2755,0.3545,13
M,0.685,0.535,large,1.432,0.637,0.247,0.46,11
I,0.33,0.25,tiny,0.1715,0.0655,0.035,0.06,7
M,0.505,0.385,tiny,0.4825,0.21,0.1035,0.1535,10
F,0.495,0.37,small,0.594,0.28,0.11,0.1375,7
I,0.46,0.35,tiny,0.4675,0.2125,0.099,0.1375,7
F,0.625,0.485,medium,1.2255,0.5075,0.29600000000000004,0.36,10
I,0.42,0.32,tiny,0.409,0.2055,0.0935,0.105,8
F,0.6,0.455,medium,,0.419,0.1715,0.26899999999999996,10
I,0.325,0.24,tiny,0.187,0.0825,0.0445,0.05,6
M,0.565,0.435,large,0.9815,0.32899999999999996,0.136,0.39,13
I,0.585,0.475,medium,1.0505,0.48,0.23399999999999999,0.285,10
M,0.695,0.55,large,1.5515,0.5660000000000001,0.3835,0.445,13
M,0.625,0.49,medium,,0.4895,0.2615,0.3325,11
I,0.5,0.37,small,0.5445,0.249,0.1065,0.152,8
I,0.215,0.17,tiny,0.0605,0.0205,0.013999999999999999,0.02,6
I,0.425,0.32,tiny,0.262,0.1235,0.067,0.0725,8
I,0.465,0.37,tiny,,0.1515,0.0935,0.1455,9
M,0.375,0.29,tiny,0.276,0.1175,0.0565,0.085,9
F,0.705,0.55,large,1.219,0.6395,0.23600000000000002,0.301,9
F,0.675,0.535,large,1.604,0.6175,0.4255,0.45299999999999996,14
F,0.43,0.335,small,0.444,0.155,0.1145,0.14,13
F,0.45,0.36,tiny,0.4715,0.2035,0.0935,0.149,9
F,0.73,0.58,large,1.7375,0.6785,0.4345,0.52,11
F,0.46,0.36,tiny,0.4755,0.2105,0.105,0.16,8
F,0.57,0.455,medium,1.107,0.54,0.255,0.27,8
M,0.495,0.385,small,0.6335,0.2,0.1225,0.26,14
M,0.27,0.2,tiny,0.1205,0.0465,0.027999999999999997,0.04,6
F,0.64,0.48,large,1.1435,0.4915,0.2345,0.353,9
F,0.62,0.485,medium,1.1945,0.5105,0.271,0.35200000000000004,9
F,0.58,0.435,small,0.953,0.475,0.2165,0.2095,9
M,0.565,0.44,large,0.909,0.344,0.2325,0.255,15
I,0.58,0.49,large,1.3165,0.5305,0.254,0.41,18
I,0.49,0.37,tiny,0.5379999999999999,0.271,0.1035,0.139,8
F,0.56,0.44,small,0.9285,0.3825,0.188,0.3,11
I,0.585,0.45,small,,0.3795,0.187,0.26,9
I,0.53,0.42,small,0.8365,0.3745,0.16699999999999998,0.249,11
M,0.645,0.49,medium,1.251,0.5355,0.3345,0.3165,9
M,0.59,0.405,medium,0.853,0.326,0.2615,0.245,9
F,0.615,0.475,medium,1.115,0.484,0.2115,0.355,10
F,0.585,0.45,large,0.8685,0.3325,0.1635,0.27,22
I,0.32,0.24,tiny,,0.076,0.0355,0.05,7
M,0.57,0.405,medium,0.9245,0.3445,0.2185,0.295,19
F,0.695,0.53,large,2.0475,0.75,0.4195,0.6095,14
M,0.645,0.485,medium,1.489,0.5915,0.312,0.38,18
I,0.35,0.25,tiny,0.1695,0.0835,0.0355,0.040999999999999995,6
F,0.55,0.425,small,0.8515,0.36200000000000004,0.196,0.27,14
F,0.515,0.435,large,0.631,0.2765,0.111,0.21600000000000003,12
M,0.605,0.475,medium,1.161,0.5720000000000001,0.2455,0.275,9
M,0.43,0.335,small,0.397,0.1985,0.0865,0.1035,7
F,0.625,0.525,large,1.5765,0.5115,0.2595,0.665,16
F,0.605,0.485,medium,1.0735,0.43700000000000006,0.205,0.33,14
I,0.625,0.485,medium,1.15,0.5255,0.257,0.3315,11
I,0.335,0.25,tiny,0.183,0.0735,0.04,0.0575,6
I,0.185,0.135,tiny,0.027000000000000003,0.0105,0.0055,0.009000000000000001,5
F,0.61,0.485,medium,1.087,0.4255,0.23199999999999998,0.38,11
F,0.665,0.54,large,1.764,0.8505,0.3615,0.47,11
M,0.335,0.265,tiny,0.222,0.0935,0.055999999999999994,0.075,7
M,0.52,0.39,small,0.6435,0.2885,0.157,0.161,7
F,0.535,0.405,medium,0.6845,0.2725,0.171,0.205,10
I,0.4,0.315,tiny,0.3225,0.14300000000000002,0.0735,0.091,6
M,0.625,0.505,large,1.4455,0.496,0.287,0.435,22
M,0.47,0.375,tiny,,0.1685,0.0755,0.15,8
I,0.475,0.375,tiny,0.5205,0.233,0.11900000000000001,0.1455,7
M,0.605,0.47,tiny,1.114,0.3925,0.29100000000000004,0.31,15
M,0.425,0.315,small,0.3525,0.1135,0.0565,0.13,18
I,0.405,0.305,tiny,0.271,0.0965,0.061,0.091,7
I,0.475,0.365,small,0.53,0.2505,0.0975,0.1625,10
M,0.645,0.51,medium,1.1835,0.556,0.2385,0.345,11
I,0.52,0.395,medium,0.77,0.424,0.142,0.1895,7
I,0.335,0.245,tiny,0.2015,0.096,0.0405,0.048,7
M,0.725,0.565,large,1.891,0.6975,0.4725,0.58,16
M,0.64,0.515,tiny,1.042,0.515,0.1755,0.175,10
M,0.635,0.475,large,1.1935,0.5205,0.2695,0.3665,10
I,0.395,0.325,tiny,0.306,0.111,0.0735,0.095,8
F,0.635,0.485,medium,1.2945,0.6679999999999999,0.2605,0.2715,9
M,0.595,0.485,medium,1.0835,0.5305,0.231,0.276,8
F,0.66,0.53,large,1.5175,0.7765,0.302,0.401,10
F,0.64,0.475,small,1.0725,0.4895,0.2295,0.31,8
I,0.315,0.235,tiny,0.151,0.065,0.027000000000000003,0.039,6
I,0.45,0.33,tiny,0.3685,0.16,0.0885,0.102,6
F,0.58,0.48,large,1.2495,0.4945,0.27,0.371,8
F,0.405,0.325,tiny,0.3575,0.145,0.0725,0.11,12
F,0.635,0.5,large,1.2565,0.539,0.292,0.35,10
F,0.575,0.43,medium,0.7955,0.3485,0.1925,0.22,9
M,0.61,0.47,large,1.1185,0.5225,0.2405,0.31,9
I,0.375,0.285,tiny,0.226,0.0975,0.04,0.0725,7
M,0.71,0.555,large,1.9485,0.9455,0.3765,0.495,12
F,0.605,0.45,large,1.0979999999999999,0.48100000000000004,0.2895,0.315,13
I,0.17,0.13,tiny,0.03,0.013000000000000001,0.008,0.01,4
I,0.415,0.325,tiny,,0.1445,0.0715,0.095,7
M,0.635,0.51,large,,0.6535,0.2835,0.58,15
I,0.515,0.39,tiny,,0.2415,0.098,0.1615,8
M,0.46,0.365,small,0.467,0.1895,0.0945,0.158,10
M,0.54,0.425,small,0.8170000000000001,0.2945,0.153,0.195,10
I,0.725,0.55,large,2.0495,0.7735,0.4405,0.655,10
M,0.615,0.48,large,1.2205,0.4985,0.315,0.33,10
F,0.515,0.42,small,0.6295,0.2815,0.127,0.215,9
I,0.45,0.35,small,0.474,0.21,0.109,0.1275,16
F,0.52,0.405,tiny,0.7759999999999999,0.32,0.1845,0.22,8
F,0.5,0.44,medium,0.742,0.2025,0.2005,0.2115,14
I,0.345,0.275,tiny,0.1995,0.0755,0.0535,0.07,6
M,0.575,0.45,medium,0.9655,0.498,0.19,0.23,8
F,0.57,0.465,large,0.9995,0.405,0.27699999999999997,0.295,16
M,0.52,0.45,medium,0.895,0.3615,0.18600000000000003,0.235,14
M,0.6,0.47,medium,1.194,0.5625,0.3045,0.2635,10
F,0.53,0.42,small,1.001,0.34,0.226,0.265,17
I,0.335,0.26,tiny,0.1965,0.0875,0.040999999999999995,0.055999999999999994,7
I,0.48,0.355,tiny,0.4725,0.2065,0.11199999999999999,0.132,8
I,0.36,0.28,tiny,0.1755,0.081,0.0505,0.07,6
F,0.64,0.505,large,1.2355,0.4435,0.3105,0.365,14
I,0.3,0.23,tiny,0.127,0.052000000000000005,0.03,0.0345,6
F,0.555,0.445,large,1.1465,0.551,0.244,0.2785,8
F,0.38,0.305,tiny,0.281,0.1045,0.0615,0.09,12
I,0.18,0.135,tiny,0.033,0.0145,0.006999999999999999,0.01,5
I,0.55,0.415,small,0.8095,0.2985,0.2015,0.28,12
M,0.415,0.325,small,0.41700000000000004,0.1535,0.1015,0.14400000000000002,10
I,0.545,0.43,medium,0.742,0.3525,0.158,0.20800000000000002,10
M,0.58,0.46,large,1.145,0.48,0.27699999999999997,0.325,11
I,0.475,0.36,small,0.4355,0.196,0.0925,0.125,8
I,0.59,0.46,medium,0.9015,0.419,0.1785,0.26,11
M,0.6,0.47,medium,1.012,0.441,0.2015,0.305,10
M,0.72,0.6,large,2.2385,0.9840000000000001,0.41100000000000003,0.621,12
I,0.575,0.45,small,0.807,0.3615,0.17600000000000002,0.254,10
F,0.75,0.55,large,1.8325,0.83,0.366,0.44,11
I,0.26,0.205,tiny,0.09699999999999999,0.0415,0.019,0.0305,4
F,0.64,0.5,large,,0.693,0.326,0.409,11
I,0.385,0.3,tiny,0.308,0.1525,0.055999999999999994,0.0835,8
I,0.45,0.33,tiny,,0.1865,0.0785,0.0975,7
M,0.54,0.42,medium,0.7385,0.3515,0.152,0.215,12
I,0.455,0.35,small,0.5365,0.2855,0.0855,0.1325,7
I,0.52,0.415,medium,0.595,0.2105,0.142,0.26,15
F,0.505,0.38,medium,,0.2935,0.19,0.17,12
M,0.45,0.35,tiny,0.3675,0.1465,0.1015,0.12,10
M,0.525,0.385,tiny,0.5115,0.24600000000000002,0.1005,0.1455,8
I,0.355,0.265,tiny,0.2435,0.122,0.0525,0.06,6
I,0.49,0.375,tiny,0.4615,0.204,0.0945,0.14300000000000002,8
I,0.31,0.225,tiny,0.155,0.065,0.037000000000000005,0.0365,6
M,0.605,0.49,medium,1.153,0.503,0.2505,0.295,15
M,0.62,0.51,large,1.615,0.5105,0.192,0.675,12
M,0.605,0.49,medium,1.3,0.517,0.3285,0.31,14
F,0.63,0.495,large,,0.536,0.2115,0.1625,10
M,0.59,0.455,medium,1.073,0.475,0.19,0.285,14
M,0.72,0.565,large,2.1055,1.0170000000000001,0.363,0.494,12
I,0.59,0.46,small,0.755,0.33399999999999996,0.15,0.23800000000000002,9
F,0.645,0.5,medium,1.2465,0.5475,0.327,0.3,10
F,0.655,0.515,medium,1.3090000000000002,0.524,0.34600000000000003,0.385,11
I,0.475,0.36,medium,0.6325,0.2825,0.13699999999999998,0.19,8
M,0.35,0.265,tiny,,0.1365,0.063,0.085,7
F,0.72,0.575,large,,0.8565,0.4825,0.602,12
I,0.235,0.175,tiny,0.0705,0.0335,0.015,0.02,5
M,0.7,0.535,medium,1.7255,0.63,0.2635,0.54,19
I,0.485,0.36,small,0.5155,0.2465,0.1025,0.147,8
F,0.525,0.415,large,0.8325,0.2755,0.1685,0.31,13
M,0.6,0.475,medium,1.1385,0.502,0.2295,0.31,9
I,0.46,0.355,tiny,0.436,0.1975,0.096,0.125,8
M,0.45,0.355,tiny,0.479,0.2125,0.1045,0.15,8
I,0.16,0.11,tiny,0.0195,0.0075,0.005,0.006,4
I,0.445,0.35,small,,0.1695,0.0945,0.1195,7
I,0.26,0.2,tiny,0.092,0.037000000000000005,0.02,0.03,6
M,0.655,0.52,large,1.1445,0.53,0.223,0.348,9
F,0.44,0.34,small,0.4195,0.153,0.1155,0.13,10
I,0.44,0.345,tiny,,0.26899999999999996,0.111,0.1305,6
F,0.7,0.545,small,,0.6725,0.374,0.195,12
I,0.475,0.365,tiny,0.4175,0.1645,0.099,0.127,7
I,0.49,0.365,small,0.5585,0.252,0.126,0.1615,10
F,0.645,0.52,large,1.3345,0.667,0.2665,0.355,10
M,0.575,0.44,medium,0.87,0.3945,0.2195,0.225,8
F,0.435,0.35,small,0.45899999999999996,0.19699999999999998,0.1145,0.145,9
M,0.38,0.27,tiny,,0.0835,0.0515,0.07,6
I,0.505,0.425,small,,0.245,0.1375,0.2,9
I,0.31,0.24,tiny,0.1455,0.0605,0.0315,0.045,7
M,0.63,0.495,large,1.2695,0.605,0.271,0.32799999999999996,11
M,0.455,0.355,small,0.515,0.2,0.1275,0.175,11
I,0.185,0.13,tiny,0.028999999999999998,0.012,0.0075,0.0095,4
F,0.525,0.4,tiny,0.6295,0.2555,0.14400000000000002,0.18,11
M,0.655,0.54,large,1.844,0.7425,0.327,0.585,22
M,0.535,0.405,large,1.2705,0.5479999999999999,0.3265,0.337,13
I,0.475,0.335,tiny,0.4425,0.1895,0.086,0.135,9
M,0.2,0.14,tiny,,0.0145,0.008,0.01,5
M,0.65,0.515,small,,0.5235,0.28300000000000003,0.3275,9
M,0.635,0.48,large,1.4669999999999999,0.5825,0.303,0.42,15
F,0.64,0.475,large,1.151,0.4365,0.281,0.3805,13
F,0.475,0.375,small,0.588,0.237,0.1715,0.155,10
F,0.69,0.555,large,1.8165,0.7785,0.4395,0.515,19
I,0.46,0.35,tiny,0.3705,0.1575,0.077,0.114,9
F,0.655,0.53,large,1.4280000000000002,0.493,0.318,0.565,18
I,0.23,0.165,tiny,0.0515,0.019,0.0145,0.036000000000000004,4
M,0.59,0.475,small,0.977,0.4625,0.2025,0.275,10
M,0.625,0.485,large,1.4369999999999998,0.5855,0.293,0.475,11
F,0.585,0.415,medium,0.6985,0.3,0.146,0.195,12
F,0.595,0.46,medium,0.9209999999999999,0.4005,0.2025,0.2875,9
M,0.605,0.475,medium,1.15,0.575,0.23199999999999998,0.297,10
M,0.565,0.44,small,0.802,0.3595,0.1825,0.215,9
I,0.37,0.275,tiny,0.257,0.1015,0.055,0.0825,6
F,0.47,0.365,small,,0.29,0.092,0.146,8
M,0.525,0.415,medium,0.845,0.3525,0.1635,0.2875,8
M,0.65,0.525,large,,0.665,0.337,0.37799999999999995,11
F,0.595,0.465,medium,1.0255,0.41200000000000003,0.2745,0.289,11
F,0.43,0.35,tiny,0.397,0.1575,0.08900000000000001,0.12,9
M,0.46,0.35,small,0.515,0.22399999999999998,0.10800000000000001,0.1565,10
M,0.66,0.5,medium,,0.667,0.26899999999999996,0.341,9
F,0.52,0.4,small,0.6515,0.261,0.2015,0.165,15
F,0.57,0.445,medium,0.995,0.504,0.185,0.2505,9
M,0.515,0.405,small,0.722,0.32,0.131,0.21,10
I,0.405,0.315,tiny,0.34700000000000003,0.1605,0.0785,0.1,9
F,0.415,0.305,tiny,0.3605,0.12,0.08199999999999999,0.1,10
M,0.47,0.375,small,0.523,0.214,0.132,0.145,8
I,0.29,0.205,tiny,0.0975,0.036000000000000004,0.019,0.035,8
I,0.315,0.235,tiny,0.1485,0.0585,0.0375,0.0425,6
F,0.44,0.34,small,,0.18600000000000003,0.1085,0.16,9
F,0.55,0.43,medium,,0.395,0.195,0.223,8
F,0.545,0.425,small,0.768,0.294,0.1495,0.26,16
M,0.72,0.56,large,,0.691,0.375,0.4425,11
M,0.485,0.4,small,0.6629999999999999,0.313,0.13699999999999998,0.2,10
M,0.455,0.345,medium,0.5795,0.1685,0.125,0.215,13
F,0.57,0.45,medium,0.903,0.3305,0.1845,0.295,14
I,0.39,0.3,tiny,0.3085,0.1385,0.0735,0.085,6
M,0.66,0.51,large,1.218,0.5055,0.303,0.37,11
F,0.54,0.42,medium,0.8655,0.4315,0.163,0.2175,10
I,0.54,0.41,small,,0.31,0.177,0.2,8
M,0.66,0.505,medium,1.374,0.589,0.35100000000000003,0.345,10
F,0.63,0.5,large,1.1965,0.514,0.2325,0.3995,8
I,0.455,0.335,tiny,,0.175,0.092,0.1185,8
M,0.65,0.485,medium,1.7395,0.5715,0.2785,0.3075,10
I,0.21,0.15,tiny,,0.0135,0.008,0.0105,4
F,0.645,0.535,large,1.2395,0.46799999999999997,0.2385,0.424,10
I,0.345,0.255,tiny,,0.0925,0.037000000000000005,0.055,6
F,0.585,0.47,large,1.099,0.3975,0.2325,0.358,20
M,0.575,0.45,medium,0.948,0.429,0.20600000000000002,0.259,7
F,0.655,0.52,large,,0.6275,0.27,0.45,13
M,0.495,0.4,small,,0.272,0.1435,0.14400000000000002,7
F,0.63,0.5,medium,,0.36700000000000005,0.19899999999999998,0.36,16
M,0.615,0.45,medium,,0.7070000000000001,0.2095,0.2505,7
I,0.285,0.225,tiny,0.1005,0.0425,0.0185,0.035,7
I,0.45,0.355,tiny,0.4445,0.19699999999999998,0.09300000000000001,0.1335,8
I,0.44,0.35,small,0.456,0.21,0.0955,0.131,8
I,0.445,0.345,small,0.4075,0.1365,0.0645,0.18,11
F,0.52,0.375,small,,0.221,0.11699999999999999,0.17,8
I,0.45,0.35,small,0.547,0.245,0.1405,0.1405,8
M,0.585,0.46,medium,1.1135,0.5825,0.2345,0.27399999999999997,10
F,0.69,0.54,medium,1.454,0.624,0.3105,0.39,9
F,0.605,0.495,large,1.4369999999999998,0.469,0.2655,0.41,15
I,0.49,0.385,small,0.591,0.271,0.1125,0.1775,9
M,0.41,0.315,tiny,0.306,0.121,0.0735,0.09,9
F,0.54,0.475,medium,0.9279999999999999,0.39399999999999996,0.19399999999999998,0.26,11
I,0.57,0.44,small,0.7665,0.34700000000000003,0.1785,0.20199999999999999,10
M,0.57,0.48,large,1.185,0.474,0.261,0.38,11
M,0.64,0.5,large,1.3035,0.4445,0.2635,0.465,16
M,0.58,0.45,large,1.068,0.425,0.203,0.32,13
F,0.4,0.32,tiny,0.353,0.1405,0.0985,0.1,8
M,0.655,0.53,large,1.2635,0.486,0.2635,0.415,15
M,0.515,0.39,medium,0.7125,0.3695,0.13699999999999998,0.155,7
M,0.585,0.455,medium,0.987,0.4355,0.2075,0.31,11
F,0.73,0.56,large,1.9425,0.799,0.5195,0.5655,11
I,0.55,0.465,medium,0.9359999999999999,0.48100000000000004,0.174,0.2435,9
F,0.345,0.255,tiny,0.19699999999999998,0.071,0.051,0.06,9
M,0.61,0.48,medium,1.244,0.6345,0.257,0.305,12
F,0.545,0.43,small,0.8320000000000001,0.4355,0.17,0.201,9
M,0.56,0.425,small,0.9415,0.509,0.2015,0.1975,9
I,0.58,0.47,medium,0.907,0.444,0.1855,0.2445,11
I,0.59,0.465,large,1.0885,0.3685,0.187,0.375,17
I,0.43,0.33,tiny,0.449,0.254,0.0825,0.09699999999999999,6
F,0.6,0.5,medium,1.122,0.5095,0.256,0.309,10
F,0.68,0.57,large,1.8419999999999999,0.625,0.408,0.65,20
M,0.555,0.445,small,0.8625,0.4225,0.155,0.24,9
F,0.58,0.46,small,0.9259999999999999,0.4025,0.20800000000000002,0.275,8
I,0.465,0.355,tiny,,0.23,0.1005,0.12,7
M,0.625,0.48,medium,1.1415,0.5795,0.2145,0.29,9
